#1:tcount #2:t #3:m #4:r #5:vr #6:vt #7:r_peri #8:r_apo #9:Rtidal #10:phi_rtidal #11:phi_zero #12:E #13:J #14:id #15:binflag #16:m0[MSUN] #17:m1[MSUN] #18:id0 #19:id1 #20:a #21:e #22:startype #23:bin_startype0 #24:bin_startype1 #25:rad0 #26:rad1 #27:tb #28:lum0 #29:lum1 #30:massc0 #31:massc1 #32:radc0 #33:radc1 #34:menv0 #35:menv1 #36:renv0 #37:renv1 #38:tms0 #39:tms1 #40:dmdt0 #41:dmdt1 #42:radrol0 #43:radrol1 #44:ospin0 #45:ospin1 #46:B0 #47:B1 #48:formation0 #49:formation1 #50:bacc0 #51:bacc1 #52:tacc0 $53:tacc1 #54:mass0_0 #55:mass0_1 #56:epoch0 #57:epoch1 #58:bhspin #59:bhspin1 #60:bhspin2 #61:ospin #62:B #63:formation
#15binflag=1:binary,23/24bin_starttype0/1:na if not binary, 14 if black holes, 16-17 mass
#rv=2 case
2411042 0.2558039 156.65088 0.015229649 -0.12867664 1.1687182 0.015229649 0.015229649 199.37039 -0.0029661103 -0.54564445 0.16092961 0.017799167 0 1 61.016566 33.437477 10576596 16108374 0.088925959 0.86336285 na 14 14 0.00025871 0.000141775 0.996604 1e-10 1e-10 61.0166 33.4375 0.00025871 0.000141775 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 35.4495 33.4375 4.05587 3.59327 na 0.686448 0 na na na
2432361 0.25921726 99.095384 0.0062491216 0.51928185 1.0645123 0.0062491216 0.0062491216 199.30488 -0.0029641612 -0.54520552 0.1579787 0.0066522669 0 1 26.071177 33.679268 10691533 12741519 0.18138296 0.94143829 na 14 14 0.000110542 0.0001428 3.65018 1e-10 1e-10 26.0712 33.6793 0.000110542 0.0001428 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 17577.6 0 0 0 0 0 0 0 0 28.968 33.6793 4.2753 0 na 0 0.660054 na na na
2439703 0.26042524 97.587261 0.0054674544 1.1660257 1.2984828 0.0054674544 0.0054674544 199.28135 -0.0029634615 -0.59293531 0.93936958 0.0070993956 0 1 27.69725 31.143859 972539 10955737 0.070253697 0.79541092 na 14 14 0.000117436 0.00013205 0.886653 1e-10 1e-10 27.6973 31.1439 0.000117436 0.00013205 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 30.7747 34.6043 4.19009 4.07199 na 0 0 na na na
2443166 0.26125516 126.92694 0.005019269 0.17020116 1.4308946 0.005019269 0.005019269 199.26427 -0.0029629534 -0.55648373 0.48624545 0.0071820448 0 1 25.297109 51.234619 10731453 11613371 0.066026292 0.59097153 na 14 14 0.00010726 0.000217235 0.708345 1e-10 1e-10 25.2971 51.2346 0.00010726 0.000217235 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 28.1079 29.3337 4.3073 4.24961 na 0 0.68626 na na na
2443896 0.26146497 92.059054 0.014863548 -0.75470727 0.91784222 0.014863548 0.014863548 199.25918 -0.0029628021 -0.53854744 0.18000022 0.013642392 0 1 26.938745 28.569082 9651091 11153302 0.067224638 0.12304344 na 14 14 0.00011422 0.000121133 0.854488 1e-10 1e-10 26.9387 28.5691 0.00011422 0.000121133 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 29.9319 28.5691 4.22307 233.489 na 0 0 na na na
2460524 0.26432192 159.57922 0.019119675 0.29645619 1.0527782 0.019119675 0.019119675 199.20373 -0.0029611534 -0.53348917 0.08617613 0.020128777 0 1 50.595644 45.624072 9659673 10934082 0.052694439 0.80914335 na 14 14 0.000214526 0.000193446 0.450407 1e-10 1e-10 50.5956 45.6241 0.000214526 0.000193446 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 28.3017 45.6241 4.29203 4.47828 na 0.685513 0.683917 na na na
2481930 0.26779093 82.570908 0.010607388 0.70344853 1.1368772 0.010607388 0.010607388 199.14089 -0.0029592853 -0.56560621 0.34738917 0.012059297 0 1 29.966549 19.820316 1012119 9149421 0.017292351 0.62935565 na 14 14 0.000127058 8.40381e-05 0.11771 1e-10 1e-10 29.9665 19.8203 0.000127058 8.40381e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 33.2962 22.0226 4.10248 4.6765 na 0 0 na na na
2505944 0.27040503 123.53538 0.0051745999 -0.25174305 1.25628 0.0051745999 0.0051745999 199.09037 -0.0029577841 -0.54794454 0.27570905 0.0065007462 0 1 46.622272 27.864485 1687518 8243294 0.091356837 0.82662799 na 14 14 0.000197678 0.000118145 1.16859 1e-10 1e-10 46.6223 27.8645 0.000197678 0.000118145 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 25.3449 30.9605 4.44379 4.18185 na 0.683903 0 na na na
2527128 0.27503264 69.970415 0.10360254 -0.38151187 1.3262358 0.10360254 0.10360254 199.00074 -0.0029551215 -0.53682439 0.53072045 0.13740139 0 1 16.656953 25.532333 2107286 10845792 0.04184856 0.7333521 na 14 14 7.06255e-05 0.000108257 0.481404 1e-10 1e-10 16.657 25.5323 7.06255e-05 0.000108257 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 21.2605 28.3693 10.2209 4.29425 na 0 0 na na na
2535781 0.27610237 90.147253 0.010002071 -0.65069578 1.0779807 0.010002071 0.010002071 198.97923 -0.0029544828 -0.59098289 0.23628577 0.010782039 0 1 29.087456 25.267634 7659600 10623895 0.090165144 0.77861055 na 14 14 0.000123331 0.000107135 1.34131 1e-10 1e-10 29.0875 25.2676 0.000123331 0.000107135 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 32.3194 28.0751 4.13486 4.30571 na 0 0 na na na
2538675 0.2763211 126.37426 0.0031272752 -0.60389329 1.099223 0.0031272752 0.0031272752 198.97378 -0.0029543208 -0.65568906 0.17299766 0.0034375728 0 1 46.146974 30.051512 571779 9657944 0.062898634 0.46010066 na 14 14 0.000195663 0.000127418 0.660053 1e-10 1e-10 46.147 30.0515 0.000195663 0.000127418 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 7.54521e+10 0 0 0 0 0 0 0 0 25.9627 33.2061 4.41234 3.88533 na 0.685748 0 na na na
2541883 0.27665648 175.6566 0.0034957537 1.5310359 2.5337213 0.0034957537 0.0034957537 198.96613 -0.0029540937 -0.56729244 3.818433 0.0088572656 0 1 88.081535 17.832177 10538039 8005524 0.48382254 0.46314828 na 14 14 0.000373766 7.56084e-05 11.9438 1e-10 1e-10 88.0815 17.8322 0.000262048 7.56084e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 88.0815 19.8135 3.9528 4.87895 na 0.601547 0 na na na
2575538 0.2836692 104.23348 0.001937389 -1.1411172 0.6222178 0.001937389 0.001937389 198.83736 -0.0029502712 -0.5421861 0.30304016 0.0012054779 0 1 30.749881 32.098623 6199882 14293404 0.072885653 0.61409215 na 14 14 0.000130379 0.000136098 0.906579 1e-10 1e-10 30.7499 32.0986 0.000130379 0.000136098 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 34.1665 35.6651 4.07604 4.03892 na 0 0 na na na
2601182 0.28732101 98.872913 0.0073748547 -0.72121489 0.76122787 0.0073748547 0.0073748547 198.77282 -0.0029483563 -0.56763351 0.0027577354 0.0056139449 0 1 27.625236 31.991069 8834856 12723907 0.27235397 0.83831728 na 14 14 0.000117131 0.000135642 6.7237 1e-10 1e-10 27.6252 31.9911 0.000117131 0.000135642 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 30.6947 35.5456 4.19174 4.04189 na 0 0 na na na
2675518 0.3004176 85.310816 0.0036606638 -0.83466806 1.4304317 0.0036606638 0.0036606638 198.55068 -0.00294177 -0.57493518 0.80444409 0.0052363296 0 1 26.886453 24.552464 10579051 11733312 0.056105581 0.71664938 na 14 14 0.000113999 0.000104102 0.676789 1e-10 1e-10 26.8865 24.5525 0.000113999 0.000104102 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 29.8738 27.2805 4.22478 4.34825 na 0 0 na na na
2677679 0.30076876 79.199422 0.0049581112 -0.44348883 1.358139 0.0049581112 0.0049581112 198.54434 -0.0029415823 -0.55958403 0.4751322 0.006733804 0 1 30.649918 17.104079 4441671 6878657 0.054950039 0.80044848 na 14 14 0.000129956 7.25213e-05 0.680828 1e-10 1e-10 30.6499 17.1041 0.000129956 7.25213e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 34.0555 22.3412 4.0793 9.67461 na 0 0 na na na
2693892 0.30313394 114.03011 0.0039187526 0.45385962 3.1126655 0.0039187526 0.0039187526 198.50544 -0.0029404296 -0.53429664 4.4148578 0.012197766 0 1 49.542365 19.213106 10942834 11597168 0.0088011665 0.72487495 na 14 14 0.00021006 8.14636e-05 0.0363703 1e-10 1e-10 49.5424 19.2131 0.00021006 8.14636e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 49.5424 21.3479 4.3606 4.74093 na 0.684402 0 na na na
2703971 0.30457713 72.812074 0.0061897758 0.78974711 1.4817329 0.0061897758 0.0061897758 198.481 -0.0029397057 -0.5305858 0.88765619 0.0091715941 0 1 17.007254 26.895435 4276594 16210377 0.046524268 0.38975978 na 14 14 7.21108e-05 0.000114037 0.553177 1e-10 1e-10 17.0073 26.8954 7.21108e-05 0.000114037 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.0942 29.8838 9.79304 4.22837 na 0 0 na na na
2706208 0.30511177 112.06713 0.0080584865 -0.35187635 1.2002136 0.0080584865 0.0080584865 198.47101 -0.0029394098 -0.52758266 0.26397995 0.0096719052 0 1 47.218565 20.353308 6923530 9084614 0.051478054 0.92891878 na 14 14 0.000200207 8.6298e-05 0.518968 1e-10 1e-10 47.2186 20.3533 0.000200207 8.6298e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 28.1901 22.6148 4.29839 4.62676 na 0.686176 0 na na na
2733653 0.30962084 155.56548 0.0021410788 1.0180606 1.8571727 0.0021410788 0.0021410788 198.3975 -0.0029372328 -0.53068688 1.7147362 0.003976353 0 1 27.394571 66.405024 6178234 9862034 0.049968513 0.60703745 na 14 14 0.000116153 0.000281557 0.421245 1e-10 1e-10 27.3946 66.405 0.000116153 0.000281557 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 30.4384 31.8594 4.20139 4.14958 na 0 0.669431 na na na
2758873 0.31419111 97.365047 0.0041334592 0.57986516 1.2677847 0.0041334592 0.0041334592 198.3193 -0.0029349177 -0.54007732 0.43317332 0.0052403361 0 1 26.011984 32.695139 9335681 14080991 0.052905093 0.73538251 na 14 14 0.000110291 0.000138627 0.580084 1e-10 1e-10 26.012 32.6951 0.000110291 0.000138627 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 8.71894e+10 2e+08 0 0 0 0 0 0 0 0 14.2942 36.3279 5.50793 4.02173 na 0.681957 0 na na na
2787144 0.32012893 87.029781 0.012969043 0.54106805 0.91770677 0.012969043 0.012969043 198.22483 -0.0029321222 -0.5250717 0.066524724 0.011901779 0 1 27.405286 25.070097 1749615 11994593 0.10798841 0.93157401 na 14 14 0.000116198 0.000106297 1.78928 1e-10 1e-10 27.4053 25.0701 0.000116198 0.000106297 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 30.4503 27.8557 4.20099 4.31816 na 0 0 na na na
2804902 0.32314936 138.5125 0.0026813942 0.92678919 0.46001805 0.0026813942 0.0026813942 198.17733 -0.0029307172 -0.54125314 -0.002278636 0.0012334897 0 1 57.29172 26.225628 8029829 13038005 0.21004548 0.86850318 na 14 14 0.000242917 0.000111197 3.84744 1e-10 1e-10 57.2917 26.2256 0.000242917 0.000111197 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 32.8784 29.1396 4.11719 4.25807 na 0.686305 0 na na na
2817053 0.32572094 116.38714 0.004253155 0.63539988 1.4619942 0.004253155 0.004253155 198.13718 -0.0029295297 -0.54007375 0.73353808 0.0062180878 0 1 23.195974 46.980692 4489135 13470589 0.071156324 0.54303611 na 14 14 9.83509e-05 0.000199198 0.827588 1e-10 1e-10 23.196 46.9807 9.83509e-05 0.000199198 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 25.7733 33.7299 4.41984 4.09303 na 0 0.65575 na na na
2828586 0.32712144 84.485293 0.010047059 -1.2120997 0.98962814 0.010047059 0.010047059 198.11496 -0.0029288728 -0.52992274 0.7073294 0.009942852 0 1 24.894367 26.046793 7438761 10848743 0.017036142 0.54596977 na 14 14 0.000105552 0.000110438 0.113792 1e-10 1e-10 24.8944 26.0468 0.000105552 0.000110438 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 27.6604 26.0468 4.3227 1199.62 na 0 0 na na na
2832785 0.32742194 108.23857 0.0012447851 -0.18966447 1.300729 0.0012447851 0.0012447851 198.10911 -0.0029287 -0.60683432 0.25836369 0.001619128 0 1 24.429753 40.833659 2434165 7650855 0.18410951 0.74866822 na 14 14 0.000103582 0.000173135 3.57166 1e-10 1e-10 24.4298 40.8337 0.000103582 0.000173135 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 27.1442 28.4686 4.34632 4.2833 na 0 0.664778 na na na
2844521 0.32957984 77.974285 0.0052542792 -1.4407021 1.4782022 0.0052542792 0.0052542792 198.07521 -0.0029276976 -0.5004138 1.6318394 0.0077668871 0 1 21.155093 25.860198 7592040 8912390 0.037856235 0.70219564 na 14 14 8.96976e-05 0.000109647 0.392353 1e-10 1e-10 21.1551 25.8602 8.96976e-05 0.000109647 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 1.07207e+11 2e+08 0 0 0 0 0 0 0 0 14.1705 28.7336 5.57096 4.27367 na 0.681293 0 na na na
2845488 0.32991332 101.2648 0.026072325 -0.2295967 0.95773972 0.026072325 0.026072325 198.07003 -0.0029275445 -0.51232136 0.015783816 0.024970501 0 1 16.977866 44.08065 161955 15804879 1.0927907 0.91885347 na 14 14 7.19862e-05 0.000187052 53.3977 1e-10 1e-10 16.9779 44.0807 7.19862e-05 6.87107e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.0121 44.0807 9.83326 2673.6 na 0 0.638017 na na na
2854702 0.33164172 117.1194 0.0019814988 -1.3317664 1.6151223 0.0019814988 0.0019814988 198.04126 -0.0029266942 -0.5812075 1.6114269 0.0032003628 0 1 46.249746 24.368442 6916754 7884945 0.034869678 0.32394919 na 14 14 0.000196099 0.000103322 0.283011 1e-10 1e-10 46.2497 24.3684 0.000196099 0.000103322 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 24.5176 27.076 4.49428 4.3496 na 0.681902 0 na na na
2861593 0.33238018 68.783215 0.012331737 0.59862569 1.3186567 0.012331737 0.012331737 198.0288 -0.0029263258 -0.5463895 0.53989908 0.016261327 0 1 16.750876 24.722577 6868083 7306240 0.044132538 0.80434328 na 14 14 7.10237e-05 0.000104824 0.525828 1e-10 1e-10 16.7509 24.7226 7.10237e-05 0.000104824 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 21.4708 27.4695 10.1086 4.33017 na 0 0 na na na
2867539 0.33328455 92.054295 0.0074292187 0.21972749 1.6720539 0.0074292187 0.0074292187 198.01483 -0.002925913 -0.52045002 0.90877286 0.012422054 0 1 28.796258 26.7087 9580866 12352337 0.058204885 0.50641546 na 14 14 0.000122096 0.000113245 0.688436 1e-10 1e-10 28.7963 26.7087 0.000122096 0.000113245 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 31.9958 29.6763 4.14505 4.23474 na 0 0 na na na
2907052 0.34096535 89.218993 0.0070573578 0.55695284 0.95780065 0.0070573578 0.0070573578 197.89987 -0.0029225167 -0.54992887 0.080530269 0.0067595419 0 1 27.623944 26.171443 6229758 14517291 0.042989273 0.8890035 na 14 14 0.000117126 0.000110967 0.443872 1e-10 1e-10 27.6239 26.1714 0.000117126 0.000110967 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 30.6933 26.1714 4.19389 4264.84 na 0 0 na na na
2949817 0.34805995 106.19676 0.00070246596 1.2210476 1.0741725 0.00070246596 0.00070246596 197.795 -0.0029194201 -0.78436653 0.59816167 0.0007545696 0 1 36.410746 27.621537 9656390 12545584 0.07060594 0.60040488 na 14 14 0.000154382 0.000117115 0.856353 1e-10 1e-10 36.4107 27.6215 0.000154382 0.000117115 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 19.5864 30.6906 4.89777 4.21234 na 0.683129 0 na na na
2951203 0.34824123 101.68531 0.0072448349 0.44473498 1.1001792 0.0072448349 0.0072448349 197.79033 -0.0029192822 -0.54372568 0.18085438 0.0079706168 0 1 38.386628 22.925436 5687424 10703575 0.12498216 0.74085416 na 14 14 0.000162759 9.72038e-05 2.06105 1e-10 1e-10 38.3866 22.9254 0.000162759 9.72038e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.5323 25.4727 4.63616 4.4398 na 0.686443 0 na na na
2980979 0.35301994 73.642601 0.026221436 0.92236382 0.55958256 0.026221436 0.026221436 197.7232 -0.002917301 -0.46994759 0.13161399 0.014673058 0 1 21.878772 22.52469 9563319 10728928 0.076465633 0.1104604 na 14 14 9.2766e-05 9.55047e-05 1.15899 1e-10 1e-10 21.8788 22.5247 9.2766e-05 9.55047e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 24.3097 25.0274 4.50779 6.45368 na 0 0 na na na
2992086 0.35529378 127.48026 0.0082740804 -0.096165242 1.4982474 0.0082740804 0.0082740804 197.69067 -0.0029163409 -0.53944133 0.59961698 0.012396619 0 1 24.9541 51.911258 12167703 16310634 0.1073745 0.84747404 na 14 14 0.000105805 0.000220104 1.46581 1e-10 1e-10 24.9541 51.9113 0.000105805 0.000220104 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 27.7268 51.9113 4.32071 4.19914 na 0 0.686428 na na na
3015214 0.35848513 89.167331 0.013446322 0.030366033 1.0441909 0.013446322 0.013446322 197.64506 -0.0029149956 -0.50259963 0.062316001 0.014040528 0 1 24.566545 29.197692 3134449 12773314 0.10453631 0.057291338 na 14 14 0.000104162 0.000123798 1.68362 1e-10 1e-10 24.5665 29.1977 0.000104162 0.000123798 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 27.2962 32.4419 4.34076 4.1382 na 0 0 na na na
3028431 0.36089154 77.37852 0.0095245583 1.185747 0.8397938 0.0095245583 0.0095245583 197.61032 -0.0029139709 -0.5055713 0.56355212 0.0079986651 0 1 21.619601 25.036467 10947905 11947640 0.076064843 0.71147589 na 14 14 9.16671e-05 0.000106155 1.12179 1e-10 1e-10 21.6196 25.0365 9.16671e-05 0.000106155 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 24.0218 27.8183 4.52828 4.32045 na 0 0 na na na
3031840 0.361944 97.596163 0.0089503599 0.77497876 0.68915426 0.0089503599 0.0089503599 197.59489 -0.0029135157 -0.51485238 0.039558121 0.0061681787 0 1 27.881149 30.965328 1391511 11277354 0.11764886 0.61895635 na 14 14 0.000118216 0.000131293 1.92137 1e-10 1e-10 27.8811 30.9653 0.000118216 0.000131293 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 8.11194e+10 2e+08 0 0 0 0 0 0 0 0 30.8278 30.9653 3.97233 1741.03 na 0 0 na na na
3071600 0.37048685 93.853085 0.013751471 0.40564937 1.3027131 0.013751471 0.013751471 197.47646 -0.0029100244 -0.46854168 0.46904414 0.017914221 0 1 37.903547 18.686007 5808262 7128523 0.043318938 0.81015392 na 14 14 0.000160711 7.92287e-05 0.437763 1e-10 1e-10 37.9035 18.686 0.000160711 7.92287e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.3835 20.7622 9.65459 4.78182 na 0.675877 0 na na na
3072358 0.37105306 66.788197 0.012320628 0.1442836 1.5153322 0.012320628 0.012320628 197.4685 -0.0029097899 -0.46402612 0.70164407 0.018669845 0 1 18.653528 21.617011 7523649 8945927 0.079572431 0.85217126 na 14 14 7.9091e-05 9.16561e-05 1.29193 1e-10 1e-10 18.6535 21.617 7.9091e-05 9.16561e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 1.04832e+11 0 0 0 0 0 0 0 0 20.7261 23.9369 4.78902 4.32161 na 0 0 na na na
3084650 0.37331584 78.942313 0.0037773909 0.16126416 1.1139272 0.0037773909 0.0037773909 197.43968 -0.0029089405 -0.54335605 0.096112985 0.0042077387 0 1 23.120959 24.478012 5500235 10589541 0.10306938 0.45706714 na 14 14 9.80329e-05 0.000103787 1.75181 1e-10 1e-10 23.121 24.478 9.80329e-05 0.000103787 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 25.69 24.478 4.42388 4012.43 na 0 0 na na na
3086534 0.3735184 62.514789 0.010380495 -0.043647436 1.8704394 0.010380495 0.010380495 197.43589 -0.0029088288 -0.51178772 1.2549251 0.019416087 0 1 15.018511 22.675338 6186504 9174263 0.027230472 0.87355954 na 14 14 6.36785e-05 9.61434e-05 0.267324 1e-10 1e-10 15.0185 22.6753 6.36785e-05 9.61434e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 34.4655 25.1948 6.42744 4.4549 na 0 0 na na na
3098088 0.37554757 72.97973 0.0044642697 1.0884321 0.39453636 0.0044642697 0.0044642697 197.40631 -0.0029079573 -0.53991899 0.13662513 0.0017613167 0 1 23.570554 20.433225 121014 4992465 0.05307852 0.85049397 na 14 14 9.99391e-05 8.66369e-05 0.673323 1e-10 1e-10 23.5706 20.4332 9.99391e-05 8.66369e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 26.1895 22.7036 4.39952 4.62078 na 0 0 na na na
3100883 0.37596586 83.922745 0.0052144717 -0.20084599 1.3662508 0.0052144717 0.0052144717 197.39956 -0.0029077585 -0.51427638 0.44230524 0.0071242759 0 1 24.205804 26.396163 5571350 15337172 0.076317763 0.62524367 na 14 14 0.000102633 0.00011192 1.08254 1e-10 1e-10 24.2058 26.3962 0.000102633 0.00011192 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 26.8953 29.3291 4.35901 4.24703 na 0 0 na na na
3103001 0.37632774 88.386991 0.0067451592 -0.096472852 1.0334889 0.0067451592 0.0067451592 197.39338 -0.0029075765 -0.51028655 0.03871381 0.0069710473 0 1 31.413429 21.880295 2966986 12565415 0.15018915 0.76282754 na 14 14 0.000133193 9.27725e-05 2.91212 1e-10 1e-10 31.4134 21.8803 0.000133193 9.27725e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 34.9038 21.8803 4.05617 2599.08 na 0 0 na na na
3128983 0.38243981 96.631356 0.010289414 -0.0063410056 0.99852382 0.010289414 0.010289414 197.31073 -0.0029051421 -0.4808816 0.024828768 0.010274225 0 1 37.848508 20.416229 9441263 11384443 0.073156605 0.76082894 na 14 14 0.000160478 8.65648e-05 0.94682 1e-10 1e-10 37.8485 20.4162 0.000160478 8.65648e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 23.6264 22.6847 4.55724 4.62692 na 0.683789 0 na na na
3138445 0.38339378 79.065458 0.0010721143 1.0315808 1.7111668 0.0010721143 0.0010721143 197.29757 -0.0029047545 -0.66989283 1.3453349 0.0018345663 0 1 21.758595 25.914628 5724457 11493405 0.049979191 0.70224482 na 14 14 9.22564e-05 0.000109878 0.591067 1e-10 1e-10 21.7586 25.9146 9.22564e-05 0.000109878 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 24.1762 28.794 4.52004 9.32627 na 0 0 na na na
3153055 0.38495442 82.442527 0.0043648818 -0.28147301 1.1313569 0.0043648818 0.0043648818 197.27476 -0.0029040828 -0.49675756 0.18556581 0.004938239 0 1 23.208354 26.501102 4090254 12183329 0.247645 0.98482118 na 14 14 9.84034e-05 0.000112365 6.38433 1e-10 1e-10 23.2084 26.5011 9.84034e-05 0.000112365 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 25.7871 2.84016 4.42062 347.142 na 0 0 na na na
